# x1,y1,z1,x2,y2,z2
-2.095913848953285097e+01,-3.518831644668524916e+01,4.252520511689304783e+01,-1.583355243082174901e+01,-3.006771340379467006e+01,4.709637871690652133e+01
9.007143033829221324e+00,-3.070053116349250644e+01,-4.435193224644317667e+01,4.495582717285069307e+00,-3.932462521453638971e+01,-4.456898518696791456e+01
-4.117562954236779404e+01,4.811256467450667174e+01,3.750883290690535432e+01,-4.826089958508465116e+01,3.437363287461390371e+01,3.591941446770564994e+01
-6.578344631694186262e+01,2.577080655542582122e+01,-2.317476073434557193e+01,-6.753518734357668052e+01,1.485886535233732353e+01,-1.162164116376590783e+01
5.247833857672019775e+01,6.425411931387351672e+01,2.112561235981564778e+01,4.690039516439799172e+01,8.015540343833926329e+01,1.542229704505642829e+01
5.218576673557092249e+01,-7.269411841785375827e+01,-2.008459338524069793e+01,5.455377458055732376e+01,-7.725834176267960629e+01,-2.648665850344015382e+01
3.214012318151620207e+01,-7.310694396353350832e+00,4.523204854718478174e+01,3.440582144398010911e+01,-5.309361478284355229e+00,4.532424108803439822e+01
3.214012318151620207e+01,-7.310694396353350832e+00,4.523204854718478174e+01,3.860349268141973766e+01,-3.246136922826440507e+00,3.876855455333302558e+01
-4.449391354567863743e+01,2.467890004422759276e+01,4.461170072920815244e+01,-4.498197204603181376e+01,1.716662456350007560e+01,4.532061689458782894e+01
-1.947319684421707109e+01,8.578068998295174197e+01,1.300035552749290346e+01,-1.062570904680178252e+01,9.476851865910296624e+01,3.690810035117876975e+00
-6.827363369195460052e+00,8.181374579547056669e+01,2.934151830797059901e+01,5.955626505390598791e-01,8.295511442233657817e+01,4.138884553585848636e+01
4.293780281189322068e+01,-6.324445903510180500e+01,-2.742388100729472100e+01,4.118604256872375657e+01,-6.633076839283653214e+01,-1.864397678899162258e+01
-7.093529368727968176e+01,-1.221217802759279714e+01,-2.487933168593120925e+01,-7.073825936518232993e+01,3.786411365188858458e+00,-3.148263449430606542e+01
4.118604256872375657e+01,-6.633076839283653214e+01,-1.864397678899162258e+01,4.402711952731713296e+01,-6.277238894331130581e+01,-4.021902975769635624e+00
4.098741908381828125e+01,-2.072806102719166044e-01,3.325525518948833081e+01,2.730586864238611611e+01,-1.590717271551849521e+01,2.621067867385173855e+01
-2.702532397738338332e+01,8.501442602418686079e+01,-1.202321028945558723e+01,-3.102659258534742648e+01,8.189776256905274465e+01,-2.046422004769027936e+01
3.826853893602577017e+01,-3.311661868121856256e-01,5.651223510763331603e+01,4.559111908774870159e+01,3.025355581687506401e+00,5.214446775224335795e+01
-7.351313430894423107e+01,6.405023192316546599e+00,-3.976577359336535977e+01,-6.986102432486907787e+01,1.374184569064334305e+01,-3.086361333081460856e+01
6.227435368499818935e+00,-2.983956579620920024e+01,-4.339372857224619651e+01,9.007143033829221324e+00,-3.070053116349250644e+01,-4.435193224644317667e+01
-4.707000743678135990e+01,5.612520022120487795e+01,7.978967380993620573e+00,-5.291310058214619261e+01,4.454162166628520936e+01,6.196463116827610307e+00
-6.343755831153161040e+01,3.367617847738531367e+01,-3.233248085441331199e+01,-6.826196078095972553e+01,2.010465898084040859e+01,-2.888718531488699526e+01
2.157083133302462841e+01,-1.915311753847241150e+01,4.488841360561693961e+01,1.984820453069304591e+01,-1.852922577803627391e+01,4.498963436450009823e+01
-3.554423739270629312e+01,7.540286801861583399e+01,-1.241079415671836905e+01,-2.702532397738338332e+01,8.501442602418686079e+01,-1.202321028945558723e+01
3.220673411232588990e+00,7.308529213617188702e+01,5.870269600627262463e+01,-1.255465690698034820e+00,7.665355126956393406e+01,4.978781867268528316e+01
-1.291362623425184886e+01,-1.610217508462672953e+01,5.382523900841589892e+01,-1.444317306982931015e+01,-2.115006693796260961e+01,5.057554926463644307e+01
-4.117562954236779404e+01,4.811256467450667174e+01,3.750883290690535432e+01,-3.497247911688041455e+01,5.857185011508895656e+01,3.571990200620128775e+01
-3.898889506561808105e+01,3.747664943766318402e+01,4.807455848342581106e+01,-4.449391354567863743e+01,2.467890004422759276e+01,4.461170072920815244e+01
2.276330454650895518e+01,-1.242198853185675844e+01,5.056622897454045074e+01,1.984820453069304591e+01,-1.852922577803627391e+01,4.498963436450009823e+01
-9.987749345059411255e+00,7.422011586711190034e+01,4.367840243152797086e+01,5.955626505390598791e-01,8.295511442233657817e+01,4.138884553585848636e+01
3.214012318151620207e+01,-7.310694396353350832e+00,4.523204854718478174e+01,2.758707988696578894e+01,-2.270116961764821895e+01,3.191733539268519948e+01
4.889391810468465138e+01,4.776518760820878384e+01,-1.861716488395669700e+01,4.977366964969159113e+01,4.591846175108623385e+01,-1.761830936287273275e+01
-6.051741464198887854e+01,3.691485667883450361e+01,-1.030657279695543771e+01,-6.030410504668744665e+01,3.551557805798972822e+01,-2.318105466314735796e+00
5.496749553648731279e+01,-8.508971994438027764e+01,-3.696152884874504707e+01,5.605307469162743672e+01,-8.673133063413683885e+01,-4.896292215183243002e+01
-3.480179605072736848e+01,-3.014615762947468269e+01,3.845063204131876944e+01,-2.095913848953285097e+01,-3.518831644668524916e+01,4.252520511689304783e+01
-6.752028365858244285e+01,-3.940653886313214116e+01,-2.707462297108265403e+01,-7.118458371072578927e+01,-1.966383382495186893e+01,-2.735892763794269911e+01
4.293780281189322068e+01,-6.324445903510180500e+01,-2.742388100729472100e+01,5.455377458055732376e+01,-7.725834176267960629e+01,-2.648665850344015382e+01
2.504222379862831005e+01,-3.493287258529508676e+01,-2.834921887013786090e+01,2.973666258269852136e+01,-4.235374379146795576e+01,-1.754592752414942325e+01
-3.497280081852228495e+00,-7.107067212744487961e+01,-5.137983441431242682e+01,-5.217671387319428256e+00,-6.946543781879250901e+01,-5.080606557350489538e+01
3.860349268141973766e+01,-3.246136922826440507e+00,3.876855455333302558e+01,4.098741908381828125e+01,-2.072806102719166044e-01,3.325525518948833081e+01
-1.947319684421707109e+01,8.578068998295174197e+01,1.300035552749290346e+01,-1.255573560164322267e+01,8.623292029805402592e+01,1.923753976288427125e+01
-5.068654340545251102e+01,-4.488550370359650543e+01,8.401781147643832881e+00,-4.885912110264651176e+01,-4.683628259083793210e+01,8.480743438473982820e+00
1.033441749139442534e+00,-6.346597501197777547e+01,-5.033631413991785308e+01,-3.497280081852228495e+00,-7.107067212744487961e+01,-5.137983441431242682e+01
4.717009110617883749e+01,6.098243038610657862e+00,6.444924991462369235e+01,3.826853893602577017e+01,-3.311661868121856256e-01,5.651223510763331603e+01
3.214012318151620207e+01,-7.310694396353350832e+00,4.523204854718478174e+01,3.826853893602577017e+01,-3.311661868121856256e-01,5.651223510763331603e+01
-3.407589568626348608e+01,-1.843507152931732307e+01,4.541349794847134547e+01,-2.208232935272569009e+01,-2.108082950426703306e+01,4.408394776377242152e+01
5.247833857672019775e+01,6.425411931387351672e+01,2.112561235981564778e+01,4.828622356213672617e+01,7.651580825164553801e+01,2.344494251488831438e+01
-6.072769020255245209e+01,-1.327876981242156518e+01,7.528211307466210478e+00,-5.734368619905929876e+01,-2.743970151058454121e+01,1.010793585072662459e+01
1.317330246232872604e+01,-2.656485451295952416e+01,-4.487508641262532905e+01,9.007143033829221324e+00,-3.070053116349250644e+01,-4.435193224644317667e+01
-7.193627074333456051e+01,3.343217119354612521e+00,-3.399689305865918243e+01,-7.073825936518232993e+01,3.786411365188858458e+00,-3.148263449430606542e+01
-7.193627074333456051e+01,3.343217119354612521e+00,-3.399689305865918243e+01,-7.351313430894423107e+01,6.405023192316546599e+00,-3.976577359336535977e+01
6.042630984269857919e+01,3.871165964368237411e+01,1.427627129123803584e+01,6.514172901825406825e+01,3.268956060009146825e+01,1.982242836432127575e+01
-2.902694589497180733e+00,-5.224485051552154857e+01,3.264930837185360701e+01,2.642671168528069714e+00,-5.975444698949970501e+01,2.561652697310086779e+01
-2.667423076765054191e+01,8.284901032203973159e+01,3.607563142665707545e+00,-2.702532397738338332e+01,8.501442602418686079e+01,-1.202321028945558723e+01
-5.294044207695543491e+01,-1.587057127380758459e+01,-4.095014370453245078e+01,-5.456788661753442682e+01,-3.231899490232308381e+01,-4.066764465311869969e+01
-4.408388406424597861e+01,6.583005746075028242e+01,-1.854502159774256853e+01,-3.849960468935699254e+01,7.136662942993838499e+01,-4.544010483155553004e+00
2.392365548708164624e+01,9.530611610547528301e+01,2.240665091177423562e+01,1.962852846669855467e+01,9.709109847911537372e+01,1.612693352727978180e+01
-5.732308122951172180e+01,-3.300223038636260497e+01,4.838064757853924647e+00,-5.734368619905929876e+01,-2.743970151058454121e+01,1.010793585072662459e+01
-5.257979719437173571e+01,-3.677920771705304759e+01,1.342058708945248213e+01,-5.341093115158872706e+01,-3.418768124624844518e+01,1.362792660684496049e+01
-5.257979719437173571e+01,-3.677920771705304759e+01,1.342058708945248213e+01,-5.068654340545251102e+01,-4.488550370359650543e+01,8.401781147643832881e+00
4.717009110617883749e+01,6.098243038610657862e+00,6.444924991462369235e+01,4.559111908774870159e+01,3.025355581687506401e+00,5.214446775224335795e+01
-4.545426475544032741e+01,-7.756700119248131386e+01,-4.583963113649946308e+01,-4.612470136642368601e+01,-7.243754779313495362e+01,-3.729342867128163874e+01
-1.442907458499666262e+01,-2.283380844309762736e+01,5.080521523916001314e+01,-1.444317306982931015e+01,-2.115006693796260961e+01,5.057554926463644307e+01
-1.442907458499666262e+01,-2.283380844309762736e+01,5.080521523916001314e+01,-1.583355243082174901e+01,-3.006771340379467006e+01,4.709637871690652133e+01
-4.512002308628130010e+01,-2.282070632814862066e+01,-4.078129086201951736e+01,-5.294044207695543491e+01,-1.587057127380758459e+01,-4.095014370453245078e+01
-6.988426738444528041e+01,1.282778815651113113e+01,-2.973525909994313210e+01,-6.578344631694186262e+01,2.577080655542582122e+01,-2.317476073434557193e+01
3.028005384716093573e+01,-3.478095885250991870e+01,2.086107615811160798e+01,2.730586864238611611e+01,-1.590717271551849521e+01,2.621067867385173855e+01
-6.724296183620315048e+01,-1.892125552297868829e+00,-3.939085585736178530e+01,-7.351313430894423107e+01,6.405023192316546599e+00,-3.976577359336535977e+01
-4.966624634671326532e+01,-5.332144377907915356e+01,-2.275311681425042920e+00,-5.068654340545251102e+01,-4.488550370359650543e+01,8.401781147643832881e+00
1.317330246232872604e+01,-2.656485451295952416e+01,-4.487508641262532905e+01,2.023864470013035088e+01,-2.744373701264084175e+01,-4.494555971731423938e+01
-1.116112043441921919e+01,-3.902692794585805558e+01,4.031159073124438663e+01,-2.095913848953285097e+01,-3.518831644668524916e+01,4.252520511689304783e+01
2.330891143916836938e+01,2.996471073820958342e+00,-1.805728386877584413e+01,2.446461894997965558e+01,1.755124952232848301e+01,-1.827746251046641390e+01
-5.489140848935124239e+01,-2.430657887911077708e+01,1.780526464991623214e+01,-5.341093115158872706e+01,-3.418768124624844518e+01,1.362792660684496049e+01
-1.622962144905187643e+01,8.865026127433461056e+01,1.316427709425700776e+01,-1.947319684421707109e+01,8.578068998295174197e+01,1.300035552749290346e+01
-1.622962144905187643e+01,8.865026127433461056e+01,1.316427709425700776e+01,-7.450805356434610616e+00,9.274457585595436626e+01,1.554547090728361525e+01
-1.268510860124840001e+01,3.073790342929196129e+01,7.023929064391913357e+01,-2.035298740101380943e+01,2.334507103793566785e+01,6.681389518732569854e+01
-5.350594358871056500e+01,3.497068280553170894e+01,1.788019807696911911e+01,-4.814364387931715328e+01,4.619052162207740508e+01,1.990776327824912428e+01
1.541868953754858396e+01,-4.305052979240435729e-01,-1.621749668946894118e+01,1.594882270133164504e+01,-6.502597430118214339e-01,-1.795780738948548105e+01
-1.754574693197807900e+00,9.377220156262765727e+00,6.886472012220833960e+01,-5.041007880271884289e+00,9.071395858225084652e+00,6.776456201554567826e+01
2.758707988696578894e+01,-2.270116961764821895e+01,3.191733539268519948e+01,2.730586864238611611e+01,-1.590717271551849521e+01,2.621067867385173855e+01
-5.484983783828199932e+01,2.303012696308088891e+01,2.751878391586202710e+01,-5.445728930771734611e+01,1.430974664311930766e+01,2.992320550523606570e+01
1.891119024700306639e+01,-9.065374711548689390e+01,-2.241550575222149178e+01,2.218459420942946636e+01,-8.537659303000781108e+01,-1.225843575063458069e+01
4.690039516439799172e+01,8.015540343833926329e+01,1.542229704505642829e+01,4.828622356213672617e+01,7.651580825164553801e+01,2.344494251488831438e+01
5.547700117455092794e+01,4.028071588835624084e+01,-2.381484473997266704e+01,4.889391810468465138e+01,4.776518760820878384e+01,-1.861716488395669700e+01
-6.071373894294945117e+00,9.274364041888479449e+01,-5.445779735737586336e+00,-1.062570904680178252e+01,9.476851865910296624e+01,3.690810035117876975e+00
5.021806960453594648e+00,-1.792469494878369929e+01,-4.372396373981938922e+01,1.193083723758712900e+01,-2.279817824022440220e+01,-4.486080892924882590e+01
-7.201037910715173496e+01,1.044148467435679351e+01,-3.948194386766714103e+01,-6.986102432486907787e+01,1.374184569064334305e+01,-3.086361333081460856e+01
-3.102659258534742648e+01,8.189776256905274465e+01,-2.046422004769027936e+01,-2.530782695579993558e+01,8.638428505847679162e+01,-1.224387463055429670e+01
-2.301422897357437947e+01,-4.296514992799271226e+01,-4.226705931311941100e+01,-2.267943985550805763e+01,-4.266827994348239628e+01,-4.399569879357873958e+01
-2.301422897357437947e+01,-4.296514992799271226e+01,-4.226705931311941100e+01,-2.325548378400976901e+01,-3.607496719493732940e+01,-4.046204398490942822e+01
2.446461894997965558e+01,1.755124952232848301e+01,-1.827746251046641390e+01,2.333104406012631671e+01,1.078787278090590540e+01,-8.232007984075277562e+00
3.652136328155615530e+01,-9.281148395072496271e+01,-2.904156930026998751e+01,2.059292873813366143e+01,-9.443986127756146232e+01,-3.148849164678866686e+01
-4.393881406809671830e+01,6.942075039281412785e+01,-2.662004617326279288e+01,-3.102659258534742648e+01,8.189776256905274465e+01,-2.046422004769027936e+01
-4.512002308628130010e+01,-2.282070632814862066e+01,-4.078129086201951736e+01,-4.464279068920008342e+01,-4.447416322107684117e+00,-4.178975181895892632e+01
3.935233826406739865e+01,1.932646053237207795e+01,-1.063240552192829291e+01,5.211444220322398735e+01,2.488639154904207373e+01,-1.513579936552004845e+01
-6.065440132716483390e+01,-3.345065053369173569e+01,-6.193190779947671309e+00,-6.013767412603024098e+01,-3.837946471343570920e+01,-8.379360282883146382e+00
-5.732308122951172180e+01,-3.300223038636260497e+01,4.838064757853924647e+00,-5.068654340545251102e+01,-4.488550370359650543e+01,8.401781147643832881e+00
4.804742749191536433e+01,5.149726016157561759e+00,6.134268940635298151e+01,4.717009110617883749e+01,6.098243038610657862e+00,6.444924991462369235e+01
4.804742749191536433e+01,5.149726016157561759e+00,6.134268940635298151e+01,4.754614495025116838e+01,1.005801210413806857e+01,5.748996520388421771e+01
5.715462121667162165e+00,-8.451217393688429524e+01,-1.029148428334656451e+01,-3.142259525820165322e+00,-8.594455345066467089e+01,-1.300353247373904608e+01
-6.013767412603024098e+01,-3.837946471343570920e+01,-8.379360282883146382e+00,-4.966624634671326532e+01,-5.332144377907915356e+01,-2.275311681425042920e+00
2.153974802971442770e+01,-2.165397228578742173e+01,-3.499709430943419619e+01,2.504222379862831005e+01,-3.493287258529508676e+01,-2.834921887013786090e+01
1.023995785190778385e+01,-2.378249559062698992e+01,-4.469680709983735767e+01,1.193083723758712900e+01,-2.279817824022440220e+01,-4.486080892924882590e+01
1.023995785190778385e+01,-2.378249559062698992e+01,-4.469680709983735767e+01,1.317330246232872604e+01,-2.656485451295952416e+01,-4.487508641262532905e+01
5.177571373113599407e+01,6.060729378550462343e+01,7.322753990151820602e+00,5.883787290879856613e+01,4.850303453158947065e+01,8.281399578658213301e+00
5.021806960453594648e+00,-1.792469494878369929e+01,-4.372396373981938922e+01,1.023995785190778385e+01,-2.378249559062698992e+01,-4.469680709983735767e+01
-5.807763967370016189e+01,-5.037577515915975113e+01,-1.908473644711405015e+01,-6.313903304846071762e+01,-4.179636768044377249e+01,-1.565256946132105753e+01
-5.110881698408709539e+00,-8.474949867139200421e+01,-1.187672967182375139e+01,-8.800474954911590153e-01,-7.910307475789751663e+01,-3.714584779764801503e+00
5.021806960453594648e+00,-1.792469494878369929e+01,-4.372396373981938922e+01,6.227435368499818935e+00,-2.983956579620920024e+01,-4.339372857224619651e+01
-1.255573560164322267e+01,8.623292029805402592e+01,1.923753976288427125e+01,-1.622962144905187643e+01,8.865026127433461056e+01,1.316427709425700776e+01
3.027028232614129877e+01,-4.981663569175905337e+01,2.595686328046924274e+01,2.389826689768838719e+01,-6.046896690417303688e+01,1.995374988441151132e+01
1.998826464181762219e+01,3.518700608972295196e+00,-3.316141804905197432e+01,1.735418173683532572e+01,4.740247492419303654e+00,-3.438984002611559987e+01
-4.464279068920008342e+01,-4.447416322107684117e+00,-4.178975181895892632e+01,-5.375374934146179129e+01,-1.313506770960296421e+01,-4.088600334195360375e+01
3.152673095750584054e+01,1.836046538276666240e+01,-1.486593476627662724e+01,3.210294631528051212e+01,2.021220618597359220e+01,-1.372059915320258838e+01
3.152673095750584054e+01,1.836046538276666240e+01,-1.486593476627662724e+01,2.446461894997965558e+01,1.755124952232848301e+01,-1.827746251046641390e+01
-4.541699158210162324e+01,-5.780748936323849563e+01,1.003657147479353640e+00,-4.464026314776235438e+01,-5.584789626513019556e+01,2.807121994747006966e+00
-4.541699158210162324e+01,-5.780748936323849563e+01,1.003657147479353640e+00,-4.966624634671326532e+01,-5.332144377907915356e+01,-2.275311681425042920e+00
-1.635349712022925672e+01,8.352061803887445990e+01,2.491906088436602928e+01,-1.255573560164322267e+01,8.623292029805402592e+01,1.923753976288427125e+01
3.424538045101306238e+01,-9.159501625388527657e+01,-2.609551770065493059e+01,3.652136328155615530e+01,-9.281148395072496271e+01,-2.904156930026998751e+01
5.860501435667309522e+01,5.465852506002013200e+01,2.467852871291093919e+01,5.298315164120243992e+01,6.037904020597375876e+01,3.105877062480285034e+01
-2.956354301695525777e+01,-4.607412617531340260e+01,-4.275092126525716907e+01,-2.301422897357437947e+01,-4.296514992799271226e+01,-4.226705931311941100e+01
1.193083723758712900e+01,-2.279817824022440220e+01,-4.486080892924882590e+01,1.317330246232872604e+01,-2.656485451295952416e+01,-4.487508641262532905e+01
-6.051741464198887854e+01,3.691485667883450361e+01,-1.030657279695543771e+01,-6.578344631694186262e+01,2.577080655542582122e+01,-2.317476073434557193e+01
2.611342144778805263e+01,-3.703242030112703276e+01,-3.102963418882103497e+01,2.504222379862831005e+01,-3.493287258529508676e+01,-2.834921887013786090e+01
2.611342144778805263e+01,-3.703242030112703276e+01,-3.102963418882103497e+01,2.967218025070520326e+01,-4.520949348536513668e+01,-2.675957671162927198e+01
4.008887552615369110e+00,-9.303470155345588921e+01,-2.530150554523279638e+01,-1.031933328537339278e+01,-9.092870092738237986e+01,-2.438865496882887030e+01
-3.445893138138763589e+01,-3.257556702058231934e+01,-4.024770524823130557e+01,-4.328684056973511218e+01,-2.850925595733592033e+01,-4.062822081290413223e+01
1.896441538039498553e+01,3.672895558822126372e+00,-2.591280407354808801e+01,1.594882270133164504e+01,-6.502597430118214339e-01,-1.795780738948548105e+01
6.822366438520256260e+00,2.335163393843142199e+00,6.548516813879878384e+01,-1.754574693197807900e+00,9.377220156262765727e+00,6.886472012220833960e+01
-8.771958204193774478e+00,7.434731592548793344e+01,-2.873765833739430064e+01,-1.339485514734130689e+01,6.349835695934821445e+01,-3.457221176747187030e+01
-6.413096910414344620e+01,-4.544949449072122860e+01,-2.371599776923452652e+01,-6.313903304846071762e+01,-4.179636768044377249e+01,-1.565256946132105753e+01
-3.913297849443016929e+01,-1.506171065423624711e+01,-4.047882931972375076e+01,-3.548354986717591686e+01,-1.478749459585439396e+01,-4.000617237957724370e+01
-3.913297849443016929e+01,-1.506171065423624711e+01,-4.047882931972375076e+01,-4.512002308628130010e+01,-2.282070632814862066e+01,-4.078129086201951736e+01
-6.071373894294945117e+00,9.274364041888479449e+01,-5.445779735737586336e+00,3.557802913782541321e+00,9.807671649208664633e+01,-7.877939114955251121e+00
2.280617418096430882e+01,-2.110148521616709161e+01,-9.430600092304418425e+00,2.714724419396481991e+01,-3.538457976781872105e+01,-1.356639423850491788e+01
6.472114182930046411e+01,2.023338730265904672e+01,4.037318119022816632e+01,5.860107489437270800e+01,1.598842801579831630e+01,4.284869738235342140e+01
-4.541699158210162324e+01,-5.780748936323849563e+01,1.003657147479353640e+00,-4.007440232949337400e+01,-6.595506005084205015e+01,-5.900216186401975094e+00
-5.049582712082566616e+01,-6.621880614013585387e+01,-2.332681601893144219e+01,-5.144329202459675798e+01,-6.536526949421252652e+01,-2.411331501246248976e+01
-5.049582712082566616e+01,-6.621880614013585387e+01,-2.332681601893144219e+01,-5.172823854079211259e+01,-6.869760572012113187e+01,-3.216921984984133331e+01
-3.849960468935699254e+01,7.136662942993838499e+01,-4.544010483155553004e+00,-4.955850488479391913e+01,5.420969049494257774e+01,-2.094398418898783643e+00
5.402167800657120722e+01,1.657808757069474836e+01,3.039296892602879296e+01,4.818007374571944013e+01,1.070334017766503010e+01,3.219032846863350272e+01
2.248983203662572805e+01,1.640779830267981865e+01,-2.090715147140306840e+01,2.332897087873662656e+01,1.709312857333457814e+01,-2.190033866456132117e+01
2.248983203662572805e+01,1.640779830267981865e+01,-2.090715147140306840e+01,2.446461894997965558e+01,1.755124952232848301e+01,-1.827746251046641390e+01
-5.049582712082566616e+01,-6.621880614013585387e+01,-2.332681601893144219e+01,-4.183319733667891427e+01,-6.980871283253593162e+01,-1.865501567827878304e+01
5.735432613233911781e+01,1.107294964131095938e+01,6.077160651802864066e+01,4.804742749191536433e+01,5.149726016157561759e+00,6.134268940635298151e+01
-5.172823854079211259e+01,-6.869760572012113187e+01,-3.216921984984133331e+01,-5.144329202459675798e+01,-6.536526949421252652e+01,-2.411331501246248976e+01
-3.898889506561808105e+01,3.747664943766318402e+01,4.807455848342581106e+01,-3.903548861934039849e+01,4.883900620447221286e+01,4.092503198012629895e+01
4.525888037482790338e+01,1.765138158555584269e+01,1.258499274933275025e+01,5.407980122002286549e+01,2.853870908047800725e+01,6.633825420379593218e+00
6.269248387470472750e+01,2.126334150131707901e+01,6.921226804213395667e+01,6.467446305784223171e+01,1.931603587551524726e+01,6.677654186531016478e+01
2.153974802971442770e+01,-2.165397228578742173e+01,-3.499709430943419619e+01,2.611342144778805263e+01,-3.703242030112703276e+01,-3.102963418882103497e+01
-4.966624634671326532e+01,-5.332144377907915356e+01,-2.275311681425042920e+00,-4.885912110264651176e+01,-4.683628259083793210e+01,8.480743438473982820e+00
-5.732308122951172180e+01,-3.300223038636260497e+01,4.838064757853924647e+00,-6.065440132716483390e+01,-3.345065053369173569e+01,-6.193190779947671309e+00
3.930889512079055947e+01,-5.376888247626108353e+01,-5.880167583754964511e+00,3.833428591742982405e+01,-5.596747282789270628e+01,-1.773834270724356443e+01
-5.822115677187587579e+01,2.059739348876201603e+01,-4.502951514877240413e+01,-4.960917429631206943e+01,1.683263595249588462e+01,-4.549862464476162671e+01
4.396316620790297236e+01,-9.402718349134252662e+01,-3.195966660656274883e+01,4.661005069248055577e+01,-9.354015282434508549e+01,-3.284495282088215617e+01
4.396316620790297236e+01,-9.402718349134252662e+01,-3.195966660656274883e+01,3.652136328155615530e+01,-9.281148395072496271e+01,-2.904156930026998751e+01
-9.987749345059411255e+00,7.422011586711190034e+01,4.367840243152797086e+01,-1.255465690698034820e+00,7.665355126956393406e+01,4.978781867268528316e+01
-6.373391896527909495e+01,-8.769044364611646714e+00,8.676458866898250077e-01,-6.484766866043545974e+01,-2.288989248346077687e+01,-6.726814669102280320e+00
4.057075274352923344e+01,-8.680797484408006426e+01,-1.765195375551634172e+01,3.652136328155615530e+01,-9.281148395072496271e+01,-2.904156930026998751e+01
-6.036366357566222973e+01,-5.510091405933776443e+00,1.145698729966126272e+01,-5.780502453485875236e+01,-6.109369031652100546e+00,2.069291664029709210e+01
5.278189028469313371e+00,7.818427842397770178e+01,-1.959672967030434165e+01,3.803665795904134228e+00,8.256927361787990094e+01,-1.789003264004181659e+01
4.828622356213672617e+01,7.651580825164553801e+01,2.344494251488831438e+01,4.069817506768018944e+01,8.587003629156380669e+01,2.309589400741388943e+01
4.402711952731713296e+01,-6.277238894331130581e+01,-4.021902975769635624e+00,4.288472509277508493e+01,-5.897143948183589401e+01,7.007264230226557089e+00
4.302915473863379248e+01,-6.154791513979335349e+01,-2.453784524760980190e+01,4.293780281189322068e+01,-6.324445903510180500e+01,-2.742388100729472100e+01
4.302915473863379248e+01,-6.154791513979335349e+01,-2.453784524760980190e+01,3.833428591742982405e+01,-5.596747282789270628e+01,-1.773834270724356443e+01
-1.944793441374244480e+01,-3.882262414923553706e+01,4.054973254097195934e+01,-2.095913848953285097e+01,-3.518831644668524916e+01,4.252520511689304783e+01
4.320759061921628508e+00,-3.792807681520479690e+01,-4.437905933294739214e+01,4.495582717285069307e+00,-3.932462521453638971e+01,-4.456898518696791456e+01
