# x,y,z
4.934447610480700064e+01,1.771920927342850405e+01,2.562966923710953182e+01
-6.455643403222373422e+01,2.984375374968487904e+01,-5.182402496042238482e+01
4.702407908726227959e+01,5.038079932798964933e+00,5.584826924920901803e+01
-3.338669104999970472e+01,-6.729622551860101609e-01,-4.649913499353527868e+01
4.884116404291407321e+01,-4.222102237770418043e+01,5.751384634084543146e-01
-1.805541526188749302e+01,-4.736897160006383700e+01,-6.394439684937089652e+01
4.390936822321017985e+01,1.798395769765923902e+01,1.944912244211750973e+01
-4.186132021806352554e+01,-9.645655511192831710e+00,-5.184257981838447904e+01
7.074594056799628561e+01,-5.779214668767467344e+01,-4.096833697423407727e+01
4.294504864203359062e+01,-8.434857560954936773e+00,2.895844609207269116e+01
4.386590008179459232e+01,2.974621903064618422e+01,8.160878691699834375e-01
1.719130271080766192e+01,-5.053856460300613662e+01,2.137011373190024344e+01
-6.503057752647423229e+01,1.825145124843858824e+01,-5.506551812270583923e+01
-6.087739704556937426e+01,3.473048232426238258e+01,-5.004442510018458279e+01
-2.172192824943799039e+01,-3.755649830721448978e+01,-5.775607697433960652e+01
-2.550446883066507553e+01,-5.500741481257916377e+01,-7.000773333864542280e+01
4.109780536290723063e+01,2.037731438809034401e+01,-1.084741037465738245e+01
-5.428841499850017982e+01,4.699896319611205797e+01,-4.080032747516158764e+01
4.567254555344131717e+01,4.353333290833744229e+01,1.594031353527967099e+01
4.426908636574948730e+01,-6.099874213168046566e+01,-7.208973456132362401e+01
5.645350124903341538e+01,3.442705621347596434e+01,3.156847147297503930e+00
7.322243689947240064e+00,6.228753130999673715e+01,7.541420885493566040e-01
2.076241740435435901e+01,5.936261921860840118e+00,-2.789258362615876052e+01
2.824430996683835815e+01,-4.693724951530221290e+01,2.512185246868263633e+01
4.274772737065902106e+00,-6.473226236811362000e+00,7.555488030760673723e+01
-1.872243684013374576e+01,-1.670295083169625983e+01,6.016519133293933663e+01
-4.613280667630045428e+01,3.412228643700647979e+01,-4.350358721808409257e+01
5.386649613189624830e+01,2.190567101588623089e+01,3.043660263667899102e+01
5.278483178270145260e+01,3.145168692373241015e+01,-6.108166635122492139e+00
4.548922358882901307e+01,1.184775097355274909e+01,1.949271054154764471e+01
-1.876108368285141736e+01,-4.301408149698513483e+01,-6.093761631131792456e+01
6.875462155446163592e+01,-5.656388105338675132e+01,-3.201277076798684362e+01
6.691966480759097280e+00,-1.452488524337525710e+01,6.787575241325716036e+01
-7.837376855081106264e+00,8.139024724620335860e+01,3.343040904151946080e+01
-4.008912443563575323e+01,-5.065523761906950995e+01,-6.663666005549326599e+01
2.270297718384153640e+01,5.702788590993863949e+01,4.822398464957115216e+00
9.115171627211632099e+00,-5.305116180063173204e+01,1.634132783719343607e+01
4.777752672748268026e+01,-6.322334818123702149e+01,-5.966516857277474628e+01
4.265428515221788075e+01,4.878479039058041167e+01,4.203785384032537564e+01
-1.528633674524470543e+01,-6.313960250109431627e+01,-2.621907545228829406e+01
2.986131156127837727e+01,2.903499419767741685e+01,8.680755708049107966e+01
2.461759684960442840e+01,5.446542016953334553e+01,6.881897373204057544e+01
-3.349472597778257921e+01,-3.932445353465248417e+01,-6.133811451778330337e+01
-1.677765838418044808e+01,-4.323263146996470851e+01,3.405243619192486193e+01
-5.132633503919678475e+01,-2.926982462878056168e+01,-1.617747065433081133e+01
-1.840938059123455162e+01,3.169046395448024001e+01,7.748925025859196580e+01
3.127582599622937565e+01,-6.332060471950476455e+01,-8.731767271509299633e+01
5.764494954399996374e+01,-4.618255092757318891e+01,-4.641922684494096529e+01
-4.373635765180476653e+01,6.370496928568395845e+01,-1.504983871844308929e+01
2.299294051435627395e+01,6.088932463766963821e+01,6.192589042242681074e+01
2.254000304915336983e+01,4.084113456945596354e+00,-5.842631346034353079e+00
2.328355793031354182e+01,-5.735810501764409253e+01,-8.114610457468532445e+01
-5.217384887765922485e+01,5.034797102606572849e+01,-2.178876654625089504e+00
-2.519692294933412402e+00,-3.881394056729467934e+01,-5.828727764218385943e+01
-2.107472603539798328e+01,7.786601346388172473e+00,-4.217209127148463210e+01
-6.490196733614433811e+01,-8.173105342980461430e+00,-5.165626845333384409e+01
3.895191658544110425e+01,5.307343246130725589e+01,1.724437258013052343e+01
4.726118275494063425e+01,-6.200512692111141888e+01,-1.175910784968882083e+01
2.996349905614362097e+00,7.159423077429120497e+01,7.118061682243153498e+00
-3.096124765294958792e+01,-4.610373163190364920e+01,2.831381327262856740e+00
-4.013057153778510866e+01,-6.648681725892027217e+00,4.892833393688533761e+01
4.717577250811713441e+01,6.351867335713487606e+00,6.300921266581439539e+01
4.195540137069114195e+01,4.369955437733236892e+01,6.160588745670340316e+00
3.433424356099107655e+01,3.943646334305864798e+01,7.181497874819618232e+01
4.728972840356197693e+00,-5.599541763606480060e+01,1.108736039685056518e+01
-4.663310451699491921e+01,4.914223307044888855e+01,-3.301465005286330268e+01
-3.724639830548371577e+01,6.532899447779921331e+01,-1.114976598144514064e+01
-1.054435227859772262e+01,7.692211056759045107e+01,4.406257297250044758e+01
5.291658205764930756e+01,-6.061555454668484089e+01,-6.263494380816646157e+01
-3.144033675279062479e+01,-5.336613360871398726e+01,-4.124638197302078879e+01
4.491367628377202692e+01,2.755374973050878751e+01,-2.418292653791397129e+01
-6.186925791602808999e+01,4.151013855443969192e+01,-4.158676441404021062e+01
-1.235337309252023452e+01,8.343806903190350965e+01,2.412525805601066509e+01
3.051329197843087471e+01,-6.263877665438465359e-01,-3.182100734491297267e+00
4.226222675956484665e+01,8.855003011984406314e+00,1.553606191525475033e+01
5.856266541540983894e+01,-5.943549298246020385e+01,-9.088015282240798243e+00
-4.756292027324210636e+01,-9.760826614874995144e+00,3.570627370713199866e+01
4.604238494181264940e+01,3.302505189459711943e+01,9.862583987540389785e+00
4.811611551998078085e+01,-5.246550322007335865e+01,-8.036869279788260201e+01
6.528558566231140503e+01,-6.333555471636101686e+01,-3.254509152163883812e+01
-4.088296990463878444e+01,-2.204935728598806932e+01,-5.545470739580068198e+01
-6.233685119212777437e+01,1.100469476726252172e+00,-1.669019078242493492e+01
4.536471746597199228e+01,-3.636643121560967273e+01,1.364106423689798042e+01
