x,y,z
-1.3333333333333286,-12.0,72.83333333333334
-1.3625143204883903,-5.750029563903809,74.33334350585938
-4.015269611560247,-5.941411257294071,73.84279384834002
-6.763506162745221,-7.680197465998395,73.50451458263967
-7.8860070609398045,-10.802673091823593,72.85072880865923
-8.083333015441895,-13.386122931667261,72.26179012925748
-7.27086911042678,-16.312463905015115,71.77167646214744
-4.496989051778053,-18.086349208872583,71.44278449864521
-1.3041523461782678,-18.75,71.41701403669991
1.43157044643511,-17.75,71.56844481235396
3.4167118072509766,-16.405884999864377,71.92745850599499
4.916711807250977,-13.5,72.74037480279637
4.9918393677046495,-11.075126606779357,73.40487653740921
3.9167118072509766,-8.024217827269457,73.89499020451925
1.4166717529296875,-6.122007442718426,74.33334350585938
0.0,0.0,0.0
0.16667181253433228,6.249970436096191,-4.440892098500626e-16
-1.3333382606506348,5.749970436096191,3.0460800735839175
-2.8333382606506348,4.749970436096191,5.820102190839809
-4.752582677976082,2.8307260187707444,7.833348274230957
-7.0833330154418945,-1.3664757952677318,7.69979450559488
-4.333338260650635,-8.750029563903809,5.333348274230957
-1.6999838081902452,-8.250029563903809,2.833348274230957
-0.583343297243118,-7.250029563903809,0.5833432972431186
1.5230400367919483,-5.750029563903809,-2.666651725769043
2.7827326148382094,-4.750029563903809,-5.565465229676453
3.6169441112671823,-3.7500295639038086,-8.166651725769043
1.3690734936143003,1.7408523274839551,-9.619053466453655
2.6667118072509766,6.249970436096191,-6.058786656448418
2.520136180056828,6.603394808902043,-3.7445360842694577
-1.471530897028873,-11.45538157084416,69.27291867932955
-1.5868521893135832,-5.255843086799063,70.83915702875463
-4.382060926422818,-5.7894166450178055,70.37273058697338
-6.583338260650635,-7.203674333025949,69.97172956881865
-8.065434973506132,-10.143697160198993,69.171769098319
-8.030594845736843,-12.55458740502968,68.335192741184
-6.908616234630244,-15.174720446592504,67.53902050208158
-4.499857768854154,-17.25,67.18863664426995
-1.3530535697937012,-18.25,67.2384033203125
1.405770823391745,-17.510900929537943,67.75032402984498
3.5906026068753167,-15.82610920037566,68.47131943331988
5.416711807250977,-13.33206844329834,69.44573211669922
5.217105512213838,-10.226607362233361,70.40715776618228
4.222137451171875,-7.53612756729126,71.06401824951172
2.1241891384124756,-5.366917133331299,71.49274444580078
-1.1008786907804273,-10.266668031137979,65.1394155226802
-1.2327542727694292,-3.7500295639038086,66.85382449255967
-4.083338260650635,-4.035072326660156,66.42465209960938
-6.583338260650635,-5.90949885802412,65.68084699086184
-8.083333015441895,-8.715529441833496,64.81592559814453
-7.905332192135671,-11.543314784413058,64.15534268255315
-6.331924125079492,-13.751414135571142,63.57218786895028
-4.357943058013916,-16.58158302307129,63.18952941894531
-0.8618606410861006,-16.920283106951597,63.532149046050804
2.0020625591278076,-16.75,63.8022575378418
4.3825364112854,-15.034175872802734,64.48625946044922
5.586427072036833,-12.002269936739607,65.50532966105915
5.579573367485894,-9.162891124138726,66.17235676599414
4.322691962851175,-6.58939670737228,66.51673049372765
2.4359288215637207,-4.250029563903809,67.04190826416016
-0.6821189069517848,-9.086360095821696,60.07411818093274
-0.8268765211105347,-1.7500295639038086,61.598663330078125
-3.8008475303649902,-2.5314104557037354,61.147216796875
-6.583338260650635,-4.422855377197266,60.481483459472656
-7.691361904144287,-7.517632484436035,59.72531509399414
-7.5833330154418945,-10.388514595932794,59.12875573129202
-6.212396913615086,-12.870941347035549,58.833343505859375
-3.6040277722678016,-14.979310488382833,58.495475607779404
-0.5407687425613403,-16.25,58.58545684814453
1.9862652170983732,-15.090048265549132,58.67372734940881
4.416711807250977,-13.80721017233569,59.60573941752701
5.916711807250977,-11.004805967762445,60.34178383392529
5.916711807250977,-7.784205595710603,61.01948063057347
4.916711807250977,-5.138554258786815,61.45259456104534
3.016536235809326,-2.7500295639038086,61.76060485839844
-0.34333356340409704,-8.225902243433884,55.564799606230665
-0.4700460135936737,-1.2130483388900757,56.796363830566406
-3.5833382606506348,-1.351771593093872,56.4925651550293
-6.083338260650635,-3.6620395183563232,55.85889434814453
-7.0833330154418945,-6.646772654781146,55.21192852757044
-7.0833330154418945,-9.500029563903809,54.70074444743169
-5.713923292772623,-11.869414014203695,54.33896335394397
-3.3353722689649055,-14.24796599168573,54.333343505859375
-0.216424360871315,-15.249645233154297,54.33132553100586
2.4986552658416032,-14.475885059810942,54.891172024260946
4.997208913591932,-12.919502893659043,55.204495506674434
6.729485988616943,-10.187255859375,55.85149383544922
6.416711807250977,-6.894210194528517,56.42885476502964
5.263164440987836,-4.346482197640668,56.79063585851736
3.140177732670366,-2.2500295639038086,56.940458727611976
0.018045339050323683,-7.366807730044831,50.158145884464346
-0.09154864400625229,0.2499704360961914,51.27275085449219
-3.1461374759674072,-0.5628287196159363,50.90972137451172
-5.798420429229736,-2.71511173248291,50.381168365478516
-7.082962989807129,-5.789881706237793,49.82544708251953
-7.0833330154418945,-8.752140045166016,49.3885383605957
-5.447697003526496,-11.135640303449822,48.833343505859375
-3.060445822750295,-13.522892437900339,48.981239342562915
0.12427837401628494,-14.75,49.077720642089844
3.0430436196553217,-13.873668187595655,49.439180332096925
5.416711807250977,-12.179522099015447,49.88049356446463
6.815497961661098,-9.101243409493687,50.430133061231324
6.416711807250977,-6.0408651787566665,50.874179120712235
5.666711807250977,-3.7500295639038086,51.21944558971884
3.597644329071045,-1.1809619665145874,51.35539245605469
0.29033032008581827,-6.728745770785331,45.43946036206832
0.2128090113401413,0.7499704360961914,46.397640228271484
-2.8906338214874268,0.19267496466636658,46.11099624633789
-5.319623718836043,-2.236315022089217,45.6326157404871
-6.583338260650635,-5.176238602325614,45.149680267994896
-6.583338260650635,-8.136873817899847,44.77036089808363
-5.505476218809732,-10.749999046325684,44.50673490407313
-2.962310791015625,-13.121027946472168,44.390716552734375
0.3641326384868858,-13.75,44.527247661523866
3.391528367996216,-13.476604461669922,44.78476333618164
5.791010856628418,-11.625699996948242,45.1893424987793
7.2775308658114275,-8.639210505343357,45.676811609115155
6.916711807250977,-5.320617723670819,46.108559826052996
5.916711807250977,-2.603460639884391,46.37218582006351
4.013935089111328,-0.29062387347221375,46.52671432495117
0.5539225913860122,-6.067361586101779,39.88564014236836
0.5100021958351135,1.7499704360961914,40.78049850463867
-2.475083589553833,0.6082251071929932,40.485530853271484
-4.583338260650635,-1.5418921678647406,40.096159244912194
-6.083338260650635,-4.851822180936079,39.98155470352437
-6.582726955413818,-7.532687664031982,39.325557708740234
-5.328293323516846,-10.287006378173828,39.078304290771484
-2.8540966510772705,-12.75,38.93146514892578
0.5942770838737488,-13.25,39.063438415527344
3.4388933220153928,-12.525065706971157,39.380594542292215
5.991420745849609,-10.92529010772705,39.62663650512695
7.916711807250977,-8.060531616210938,40.06117630004883
7.566381547546059,-4.649699304198891,40.43816567817373
6.339543779860305,-1.9228615365131376,40.68256189002762
4.377841949462891,0.5388403534889221,40.853878021240234
